Item Code / SKU,Item Key,Supplier Name,Assigned Supplier ID,Assigned Supplier Name,Supplier Source,Is Discontinued,Discontinued Date,Discontinued Reason,Item Name,Category / Size / Type,Total Sales Qty,Overall Monthly Velocity Qty,Recent Period Sales Qty,Recent Monthly Velocity Qty,Weighted Velocity Qty,Velocity Percentile,Velocity Class,Sales Frequency %,Recent Sales Frequency %,Older Avg Monthly Sales Qty,Recent Avg Monthly Sales Qty,Trend Change %,Sales Trend,Monthly Sales Std Dev,Sales CV,Consistency Class,Current Stock Qty,Stock Coverage Months,Recent Stock Coverage Months,Relevant Velocity Qty,Suggested Target Cover Months,Required Stock Qty,Exact Purchase Requirement Qty,Box / Pack Quantity,Rounded PO Qty,Final PO Quantity,Stock After PO Qty,Stock Cover After PO Months,Extra Stock Due To Rounding,Overstock After PO Flag,Purchase Price,Estimated Purchase Value,Purchase Priority,Stock Risk Level,PO Optimization Decision,Budget Priority Score,Included In Budget PO,Deferred Reason,Budget Approved PO Quantity,Budget Approved PO Value,Reason for Recommendation,Target Stock Cover,Reason
VAY BAND 1011MT(P-WHITE) 40MMX50MTR,VAY BAND 1011MT(P-WHITE) 40MMX50MTR,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1011MT(P-WHITE) 40MMX50MTR,,2300.0,57.5,0.0,0.0,17.25,16.141732283464567,Dormant,20.0,0.0,67.6470588235294,0.0,-100.0,Dormant Item,142.57251865953367,2.479522063644064,Dormant,550.0,9.565217391304348,,0.0,0.0,0.0,0.0,,0.0,0.0,550.0,0.0,0.0,No,6.3,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1013,VAY BAND 1013,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1013,,25950.0,648.75,0.0,0.0,194.625,63.77952755905512,Dormant,25.0,0.0,763.2352941176471,0.0,-100.0,Dormant Item,1214.7853825433633,1.8725015530533538,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1013 0.8MMX22MM,VAY BAND 1013 0.8MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1013 0.8MMX22MM,,2650.0,66.25,900.0,150.0,124.875,56.496062992125985,Medium Moving,25.0,50.0,51.470588235294116,150.0,191.42857142857144,Strong Upward Trend,126.28188858508325,1.9061417144918227,Irregular,2700.0,40.75471698113208,18.0,150.0,2.5,375.0,0.0,,0.0,0.0,2700.0,18.0,0.0,Yes,6.52,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-350.0,Yes,,0.0,0.0,Medium Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 1013 40 MM,VAY BAND 1013 40 MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1013 40 MM,,1850.0,46.25,0.0,0.0,13.875,14.566929133858267,Dormant,30.0,0.0,54.411764705882355,0.0,-100.0,Dormant Item,86.51922863200367,1.870686024475755,Dormant,3250.0,70.27027027027027,,0.0,0.0,0.0,0.0,,0.0,0.0,3250.0,0.0,0.0,No,8.26,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1014 SPECIAL WHITE,VAY BAND 1014 SPECIAL WHITE,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1014 SPECIAL WHITE,,7350.0,183.75,0.0,0.0,55.125,35.826771653543304,Dormant,35.0,0.0,216.1764705882353,0.0,-100.0,Dormant Item,324.9038319256946,1.768184119323508,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,2.8,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1033MT 0.5X22MM,VAY BAND 1033MT 0.5X22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1033MT 0.5X22MM,,0.0,0.0,,0.0,0.0,0.0,Dead Stock / No Sales,0.0,0.0,0.0,0.0,0.0,No Sales,0.0,0.0,Irregular,0.0,,,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dead Stock / No Sales; No Sales; Irregular; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1043 (0.5 MM),VAY BAND 1043 (0.5 MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1043 (0.5 MM),,42850.0,1071.25,0.0,0.0,321.375,75.19685039370079,Dormant,17.5,0.0,1260.2941176470588,0.0,-100.0,Dormant Item,3129.489339435593,2.9213436074077883,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,3.39,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 10450,VAY BAND 10450,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10450,,31200.0,780.0,0.0,0.0,234.0,67.32283464566929,Dormant,45.0,0.0,917.6470588235294,0.0,-100.0,Dormant Item,1086.7382389517727,1.3932541525022728,Dormant,3550.0,4.551282051282051,,0.0,0.0,0.0,0.0,,0.0,0.0,3550.0,0.0,0.0,No,3.39,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 10485,VAY BAND 10485,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10485,,45350.0,1133.75,0.0,0.0,340.125,75.98425196850394,Dormant,42.5,0.0,1333.8235294117646,0.0,-100.0,Dormant Item,1592.5059875908855,1.404635931722942,Dormant,50.0,0.044101433296582136,,0.0,0.0,0.0,0.0,,0.0,0.0,50.0,0.0,0.0,No,3.39,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 10485 40MM,VAY BAND 10485 40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10485 40MM,,4050.0,101.25,300.0,50.0,65.375,40.15748031496063,Medium Moving,47.5,33.33333333333333,110.29411764705883,50.0,-54.666666666666664,Strong Downward Trend,152.53730102872612,1.5065412447281592,Irregular,3500.0,34.5679012345679,70.0,50.0,1.0,50.0,0.0,,0.0,0.0,3500.0,70.0,0.0,Yes,8.26,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-450.0,Yes,,0.0,0.0,Medium Moving; Strong Downward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months; recent velocity used because sales are declining,,
VAY BAND 10659,VAY BAND 10659,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10659,,87150.0,2178.75,0.0,0.0,653.625,88.9763779527559,Dormant,30.0,0.0,2563.235294117647,0.0,-100.0,Dormant Item,3823.3407244021287,1.7548322315098697,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 10659 0.5X22MM,VAY BAND 10659 0.5X22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10659 0.5X22MM,,18800.0,470.0,0.0,0.0,141.0,58.85826771653543,Dormant,15.0,0.0,552.9411764705883,0.0,-100.0,Dormant Item,1446.0733747387114,3.0767518611461946,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,3.39,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 10659 0.8MMX22MM,VAY BAND 10659 0.8MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10659 0.8MMX22MM,,17950.0,448.75,5650.0,941.6666666666666,793.7916666666666,91.33858267716536,Very Fast Moving,37.5,50.0,361.7647058823529,941.6666666666666,160.29810298102979,Strong Upward Trend,696.8323474931545,1.552829743717336,Irregular,6300.0,14.038997214484679,6.690265486725664,941.6666666666666,3.5,3295.833333333333,0.0,,0.0,0.0,6300.0,6.690265486725664,0.0,Yes,6.52,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,2441.6666666666665,Yes,,0.0,0.0,Very Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.5 months,,
VAY BAND 10659 2MMX22MM,VAY BAND 10659 2MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10659 2MMX22MM,,3900.0,97.5,900.0,150.0,134.25,57.08661417322835,Medium Moving,22.5,33.33333333333333,88.23529411764706,150.0,70.0,Strong Upward Trend,251.13843357899802,2.575778805938441,Irregular,1950.0,20.0,13.0,150.0,2.5,375.0,0.0,,0.0,0.0,1950.0,13.0,0.0,Yes,17.37,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-350.0,Yes,,0.0,0.0,Medium Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 10659 2MMX40MM,VAY BAND 10659 2MMX40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10659 2MMX40MM,,1250.0,31.25,400.0,66.66666666666667,56.041666666666664,36.61417322834646,Slow Moving,22.5,33.33333333333333,25.0,66.66666666666667,166.66666666666669,Strong Upward Trend,75.6912588524373,2.4221202832779936,Irregular,350.0,11.2,5.25,66.66666666666667,1.0,66.66666666666667,0.0,,0.0,0.0,350.0,5.25,0.0,Yes,31.88,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1133.3333333333333,Yes,,0.0,0.0,Slow Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months,,
VAY BAND 10659 40MM,VAY BAND 10659 40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10659 40MM,,18500.0,462.5,3350.0,558.3333333333334,529.5833333333333,87.00787401574803,Fast Moving,62.5,50.0,445.5882352941176,558.3333333333334,25.302530253025317,Upward Trend,568.257570707744,1.2286650177464735,Moderate,4750.0,10.27027027027027,8.507462686567164,558.3333333333334,3.0,1675.0,0.0,,0.0,0.0,4750.0,8.507462686567164,0.0,Yes,8.26,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,1058.3333333333335,Yes,,0.0,0.0,Fast Moving; Upward Trend; Moderate; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 10944,VAY BAND 10944,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 10944,,14200.0,355.0,0.0,0.0,106.5,50.39370078740157,Dormant,40.0,0.0,417.6470588235294,0.0,-100.0,Dormant Item,557.9035850901214,1.5715593946200603,Dormant,400.0,1.1267605633802817,,0.0,0.0,0.0,0.0,,0.0,0.0,400.0,0.0,0.0,No,3.39,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1101HG LIGHT GREY,VAY BAND 1101HG LIGHT GREY,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1101HG LIGHT GREY,,12150.0,303.75,0.0,0.0,91.125,45.66929133858268,Dormant,50.0,0.0,357.3529411764706,0.0,-100.0,Dormant Item,420.07134619899495,1.3829509339884607,Dormant,150.0,0.49382716049382713,,0.0,0.0,0.0,0.0,,0.0,0.0,150.0,0.0,0.0,No,5.59,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1113HG (0.8MM),VAY BAND 1113HG (0.8MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113HG (0.8MM),,5850.0,146.25,1150.0,191.66666666666666,178.04166666666666,62.59842519685039,Medium Moving,37.5,50.0,138.23529411764707,191.66666666666666,38.65248226950352,Upward Trend,268.27738706468796,1.8343752961688065,Irregular,6200.0,42.39316239316239,32.34782608695652,191.66666666666666,2.5,479.16666666666663,0.0,,0.0,0.0,6200.0,32.34782608695652,0.0,Yes,7.98,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-308.33333333333326,Yes,,0.0,0.0,Medium Moving; Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 1113HG(OFF-WHITE),VAY BAND 1113HG(OFF-WHITE),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113HG(OFF-WHITE),,113400.0,2835.0,16600.0,2766.6666666666665,2787.1666666666665,97.63779527559055,Very Fast Moving,70.0,50.0,2847.0588235294117,2766.6666666666665,-2.8236914600551,Stable Trend,2790.7631526804594,0.9843961737849944,Moderate,13850.0,4.885361552028218,5.006024096385542,2787.1666666666665,3.0,8361.5,0.0,,0.0,0.0,13850.0,4.969204090175208,0.0,Yes,5.7,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,5766.666666666666,Yes,,0.0,0.0,Very Fast Moving; Stable Trend; Moderate; Low Stock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,,8250.0,206.25,1500.0,250.0,236.875,67.71653543307087,Medium Moving,50.0,50.0,198.52941176470588,250.0,25.925925925925924,Upward Trend,294.6504883016661,1.4286084281292901,Irregular,3600.0,17.454545454545453,14.4,250.0,2.5,625.0,0.0,,0.0,0.0,3600.0,14.4,0.0,Yes,7.98,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-250.0,Yes,,0.0,0.0,Medium Moving; Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 1113MT (0.8MM),VAY BAND 1113MT (0.8MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113MT (0.8MM),,7350.0,183.75,550.0,91.66666666666667,119.29166666666667,55.118110236220474,Medium Moving,45.0,50.0,200.0,91.66666666666667,-54.166666666666664,Strong Downward Trend,279.96966410758296,1.5236444305174583,Irregular,7100.0,38.63945578231292,77.45454545454545,91.66666666666667,1.0,91.66666666666667,0.0,,0.0,0.0,7100.0,77.45454545454545,0.0,Yes,6.05,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-408.33333333333326,Yes,,0.0,0.0,Medium Moving; Strong Downward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months; recent velocity used because sales are declining,,
VAY BAND 1113MT (0.8MMX40MM),VAY BAND 1113MT (0.8MMX40MM),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113MT (0.8MMX40MM),,250.0,6.25,50.0,8.333333333333334,7.708333333333333,9.84251968503937,Slow Moving,5.0,16.666666666666664,5.882352941176471,8.333333333333334,41.66666666666667,Upward Trend,32.39875749437757,5.183801199100412,Irregular,1150.0,184.0,138.0,8.333333333333334,1.0,8.333333333333334,0.0,,0.0,0.0,1150.0,138.0,0.0,Yes,12.75,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1191.6666666666667,Yes,,0.0,0.0,Slow Moving; Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months,,
VAY BAND 1113MT(OFF-WHITE),VAY BAND 1113MT(OFF-WHITE),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113MT(OFF-WHITE),,52600.0,1315.0,0.0,0.0,394.5,79.52755905511812,Dormant,35.0,0.0,1547.0588235294117,0.0,-100.0,Dormant Item,2584.8721636793,1.965682253748517,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,2.8,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1113MT(OFF-WHITE) 40MMX50MTR,VAY BAND 1113MT(OFF-WHITE) 40MMX50MTR,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113MT(OFF-WHITE) 40MMX50MTR,,2800.0,70.0,0.0,0.0,21.0,17.716535433070867,Dormant,17.5,0.0,82.3529411764706,0.0,-100.0,Dormant Item,174.97252531578957,2.4996075045112796,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,,7450.0,186.25,2150.0,358.3333333333333,306.7083333333333,74.01574803149606,Medium Moving,35.0,50.0,155.88235294117646,358.3333333333333,129.874213836478,Strong Upward Trend,348.98892422363383,1.8737660361000474,Irregular,6150.0,33.02013422818792,17.16279069767442,358.3333333333333,2.5,895.8333333333333,0.0,750.0,0.0,0.0,6150.0,17.16279069767442,0.0,Yes,7.32,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-141.66666666666674,Yes,,0.0,0.0,Medium Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 1113MT(OFF-WHITE)-200 MTR,VAY BAND 1113MT(OFF-WHITE)-200 MTR,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1113MT(OFF-WHITE)-200 MTR,,18200.0,455.0,0.0,0.0,136.5,57.48031496062992,Dormant,32.5,0.0,535.2941176470588,0.0,-100.0,Dormant Item,1015.7604199658651,2.232440483441462,Dormant,5200.0,11.428571428571429,,0.0,0.0,0.0,0.0,,0.0,0.0,5200.0,0.0,0.0,No,2.8,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1500.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Overstock Risk; Enough Stock / No Purchase,,
VAY BAND 1114 HG2MMX22MM,VAY BAND 1114 HG2MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1114 HG2MMX22MM,,950.0,23.75,200.0,33.333333333333336,30.458333333333332,20.866141732283463,Slow Moving,12.5,16.666666666666664,22.058823529411764,33.333333333333336,51.11111111111112,Strong Upward Trend,69.78676312662961,2.9383900263844045,Irregular,3800.0,160.0,113.99999999999999,33.333333333333336,1.0,33.333333333333336,0.0,600.0,0.0,0.0,3800.0,113.99999999999999,0.0,Yes,18.0,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1166.6666666666667,Yes,,0.0,0.0,Slow Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 1.0 months,,
VAY BAND 1114GL 0.5MMX40MM,VAY BAND 1114GL 0.5MMX40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1114GL 0.5MMX40MM,,9350.0,233.75,2500.0,416.6666666666667,361.7916666666667,77.55905511811024,Fast Moving,37.5,50.0,201.47058823529412,416.6666666666667,106.81265206812654,Strong Upward Trend,380.8538820691992,1.6293214206168949,Irregular,6150.0,26.310160427807485,14.76,416.6666666666667,3.0,1250.0,0.0,750.0,0.0,0.0,6150.0,14.76,0.0,Yes,9.18,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,916.6666666666665,Yes,,0.0,0.0,Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 1114GL 0.8MMX22MM,VAY BAND 1114GL 0.8MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1114GL 0.8MMX22MM,,8250.0,206.25,3000.0,500.0,411.875,79.92125984251969,Fast Moving,35.0,50.0,154.41176470588235,500.0,223.80952380952385,Strong Upward Trend,361.1213838118062,1.750891557875424,Irregular,8600.0,41.696969696969695,17.2,500.0,3.0,1500.0,0.0,750.0,0.0,0.0,8600.0,17.2,0.0,Yes,7.98,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,1000.0,Yes,,0.0,0.0,Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 1114MT,VAY BAND 1114MT,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1114MT,,6400.0,160.0,0.0,0.0,48.0,31.496062992125985,Dormant,7.5,0.0,188.23529411764707,0.0,-100.0,Dormant Item,880.5738222376683,5.503586388985427,Dormant,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,No,2.8,0.0,No Purchase,Low Stock Risk,Enough Stock / No Purchase,0.0,Yes,,0.0,0.0,Dormant; Dormant Item; Dormant; Low Stock Risk; Enough Stock / No Purchase,,
VAY BAND 1114MT 0.5MMX40MM,VAY BAND 1114MT 0.5MMX40MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1114MT 0.5MMX40MM,,8900.0,222.5,2800.0,466.6666666666667,393.4166666666667,79.13385826771653,Fast Moving,40.0,50.0,179.41176470588235,466.6666666666667,160.10928961748633,Strong Upward Trend,400.7924841917764,1.801314535693377,Irregular,2200.0,9.887640449438202,4.714285714285714,466.6666666666667,3.0,1400.0,0.0,750.0,0.0,0.0,2200.0,4.714285714285714,0.0,Yes,7.32,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,966.6666666666665,Yes,,0.0,0.0,Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 1114MT 0.8MMX22MM,VAY BAND 1114MT 0.8MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1114MT 0.8MMX22MM,,5750.0,143.75,1150.0,191.66666666666666,177.29166666666666,62.20472440944882,Medium Moving,35.0,50.0,135.2941176470588,191.66666666666666,41.66666666666667,Upward Trend,257.99709300687863,1.7947623861348079,Irregular,9000.0,62.608695652173914,46.95652173913044,191.66666666666666,2.5,479.16666666666663,0.0,750.0,0.0,0.0,9000.0,46.95652173913044,0.0,Yes,6.05,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-308.33333333333326,Yes,,0.0,0.0,Medium Moving; Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.5 months,,
VAY BAND 1114MT 2MMX22MM,VAY BAND 1114MT 2MMX22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1114MT 2MMX22MM,,700.0,17.5,50.0,8.333333333333334,11.083333333333332,12.992125984251967,Slow Moving,15.0,16.666666666666664,19.11764705882353,8.333333333333334,-56.41025641025641,Strong Downward Trend,48.76684455862536,2.786676831921449,Irregular,2350.0,134.28571428571428,282.0,8.333333333333334,0.0,0.0,0.0,600.0,0.0,0.0,2350.0,282.0,0.0,Yes,14.41,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,-1191.6666666666667,Yes,,0.0,0.0,Slow Moving; Strong Downward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; recent velocity used because sales are declining,,
VAY BAND 1126 HG (.5),VAY BAND 1126 HG (.5),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1126 HG (.5),,40900.0,1022.5,10550.0,1758.3333333333333,1537.5833333333333,95.66929133858267,Fast Moving,30.0,33.33333333333333,892.6470588235294,1758.3333333333333,96.9796814936848,Strong Upward Trend,1705.6072683493564,1.6680755680678303,Irregular,8150.0,7.970660146699267,4.6350710900473935,1758.3333333333333,3.0,5275.0,0.0,,0.0,0.0,8150.0,4.6350710900473935,0.0,Yes,5.7,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,2258.333333333333,Yes,,0.0,0.0,Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 3.0 months,,
VAY BAND 1126 MT .45X22MM,VAY BAND 1126 MT .45X22MM,RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1126 MT .45X22MM,,8900.0,222.5,8800.0,1466.6666666666667,1093.4166666666667,93.30708661417323,Very Fast Moving,10.0,50.0,2.9411764705882355,1466.6666666666667,49766.666666666664,Strong Upward Trend,810.6621225412453,3.643425269848293,Irregular,3550.0,15.955056179775282,2.4204545454545454,1466.6666666666667,3.5,5133.333333333334,1583.333333333334,1300.0,2600.0,2600.0,6150.0,4.193181818181818,1016.6666666666661,No,2.71,7046.0,No Purchase,Overstock Risk,Purchase Optimized,2959.620666666667,Yes,,2600.0,7046.0,Very Fast Moving; Strong Upward Trend; Irregular; Overstock Risk; Purchase Optimized; dynamic cover 3.5 months,,
VAY BAND 1127 HG (.5),VAY BAND 1127 HG (.5),RAHMA Associates,SUP-0001,RAHMA Associates,Item Supplier Mapping,No,,,VAY BAND 1127 HG (.5),,19700.0,492.5,2300.0,383.3333333333333,416.0833333333333,81.10236220472441,Fast Moving,32.5,50.0,511.7647058823529,383.3333333333333,-25.095785440613028,Downward Trend,811.3418767853914,1.6473946736759215,Irregular,5350.0,10.862944162436548,13.956521739130435,383.3333333333333,2.0,766.6666666666666,0.0,,0.0,0.0,5350.0,13.956521739130435,0.0,Yes,4.96,0.0,No Purchase,Overstock Risk,Enough Stock / No Purchase,883.3333333333335,Yes,,0.0,0.0,Fast Moving; Downward Trend; Irregular; Overstock Risk; Enough Stock / No Purchase; dynamic cover 2.0 months; recent velocity used because sales are declining,,
