SlNo,Invoice No,Date,Item Name,Rate,Qty,CGST%,CGST,SGST%,SGST,IGST%,IGST,Amount
247,59,11/4/2025,VB-19070(0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
248,59,11/4/2025,VB-19079 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
249,59,11/4/2025,VB-REALWOOD3 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
250,60,11/4/2025,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
251,60,11/4/2025,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
252,60,11/4/2025,VAY BAND 1264 HG (0.5X22MM) DARK GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
253,60,11/4/2025,VAY BAND 1264 HG (0.5X22MM) DARK GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
254,60,11/4/2025,VAY BAND 1313 HG CLUD GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
255,60,11/4/2025,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
256,60,11/4/2025,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
257,60,11/4/2025,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
258,60,11/4/2025,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
259,60,11/4/2025,VB-5095 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
260,61,11/4/2025,VB-1127 MT(0.45X22MM),3.5,150,9,47.25,9,47.25,0,0,619.5
261,61,11/4/2025,VB-1131(O.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
262,61,11/4/2025,VB-1261 MAT(0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
263,61,11/4/2025,VB-19074 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
264,62,11/4/2025,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
265,63,11/4/2025,VAY BAND 1013 40 MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
266,63,11/4/2025,VAY BAND 10485 40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
267,63,11/4/2025,VAY BAND 10659 40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
268,63,11/4/2025,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
269,63,11/4/2025,VAY BAND 1126 HG (.5),6.19,150,9,83.57,9,83.57,0,0,1095.64
270,63,11/4/2025,VAY BAND 1126 MT .45X22MM,3.6,150,9,48.6,9,48.6,0,0,637.2
271,63,11/4/2025,VAY BAND 1128 HG(.5),6.19,100,9,55.71,9,55.71,0,0,730.42
272,63,11/4/2025,VAY BAND 1140 HG DARK GREY 3,6.19,100,9,55.71,9,55.71,0,0,730.42
273,63,11/4/2025,VAY BAND 11510 40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
274,63,11/4/2025,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
275,63,11/4/2025,VAY BAND 1735 40MM,11.02,150,9,148.77,9,148.77,0,0,1950.54
276,63,11/4/2025,VAY BAND 1873 0.5MMX40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
277,63,11/4/2025,VAY BAND 19070 0.5MMX40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
278,63,11/4/2025,VAY BAND REALWUD3 - 0.5X40MM,11.03,150,9,148.9,9,148.9,0,0,1952.3
279,63,11/4/2025,VAY BAND1135 HG{.5},6.19,150,9,83.57,9,83.57,0,0,1095.64
280,63,11/4/2025,VAY BAND1135MT 0.5X22MM,4.03,150,9,54.4,9,54.4,0,0,713.3
281,63,11/4/2025,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
282,63,11/4/2025,VB-1119(0.5X40MM),11.03,150,9,148.9,9,148.9,0,0,1952.3
283,63,11/4/2025,VB-1140 BAGE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
284,63,11/4/2025,VB-1261 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
285,63,11/4/2025,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
286,63,11/4/2025,VB-5550(0.5MMX40MM),11.88,150,9,160.38,9,160.38,0,0,2102.76
287,64,11/4/2025,VB-10944(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
288,64,11/4/2025,VB-1119 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
289,64,11/4/2025,VB-1873 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
290,64,11/4/2025,VB-19079 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
291,64,11/4/2025,VB-REALWOOD2 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
292,64,11/4/2025,VB-REALWOOD3 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
293,65,11/4/2025,VB-1143{0.45X2MM},3.94,150,9,53.19,9,53.19,0,0,697.38
294,65,11/4/2025,VB-1144 MT(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
295,65,11/4/2025,VB-5550 (0.45MMX22MM),3.94,350,9,124.11,9,124.11,0,0,1627.22
296,66,11/4/2025,VAY BAND 1113MT(OFF-WHITE),4.03,100,9,36.27,9,36.27,0,0,475.54
297,66,11/4/2025,VB-1044 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
298,66,11/4/2025,VB-10659 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
299,66,11/4/2025,VB-1119 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
300,66,11/4/2025,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
301,66,11/4/2025,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
302,67,12/4/2025,VB-1261 MAT(0.45MMX22MM),3.6,1000,9,324,9,324,0,0,4248
303,68,12/4/2025,VAY BAND 10659 0.5X22MM,4.66,600,9,251.64,9,251.64,0,0,3299.28
304,69,12/4/2025,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
305,69,12/4/2025,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
306,69,12/4/2025,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
307,69,12/4/2025,VB-10485(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
308,69,12/4/2025,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
309,69,12/4/2025,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
310,69,12/4/2025,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
311,69,12/4/2025,VB-1118 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
312,69,12/4/2025,VB-1121 IVORY (0.45MMX22MM),3.5,250,9,78.75,9,78.75,0,0,1032.5
313,69,12/4/2025,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
314,69,12/4/2025,VB-19071 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
315,69,12/4/2025,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
316,69,12/4/2025,VB-REALWUD 0.45X22MM,3.94,250,9,88.65,9,88.65,0,0,1162.3
317,70,12/4/2025,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
318,71,12/4/2025,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
319,71,12/4/2025,VAY BAND 1401GL BLACK GLOSSY,6.19,50,9,27.86,9,27.86,0,0,365.22
320,71,12/4/2025,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
321,71,12/4/2025,VB-1114 MAT (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
322,71,12/4/2025,VB-19070(0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
323,71,12/4/2025,VB-2892 MT(.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
324,71,12/4/2025,VB-5375 SATURNO WALNUT(0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
325,71,12/4/2025,VB-5550 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
326,71,12/4/2025,VB-REALWOOD3 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
327,72,12/4/2025,VAY BAND REALWOOD LIGHT MAT 0.5X40MM,11.02,50,9,49.59,9,49.59,0,0,650.18
328,72,12/4/2025,VB-REALWUD 0.45X22MM,3.94,600,9,212.76,9,212.76,0,0,2789.52
329,73,15-04-25,VAY BAND 10659 0.8MMX22MM,8.5,500,9,382.5,9,382.5,0,0,5015
330,73,15-04-25,VAY BAND 10659 2MMX22MM,20.35,300,9,549.45,9,549.45,0,0,7203.9
331,73,15-04-25,VAY BAND 1114GL 0.5MMX40MM,11.88,300,9,320.76,9,320.76,0,0,4205.52
332,73,15-04-25,VAY BAND 11510 2MMX22MM,20.35,400,9,732.6,9,732.6,0,0,9605.2
333,73,15-04-25,VAY BAND REALWUD3 (0.8MMX22MM),8.5,500,9,382.5,9,382.5,0,0,5015
334,73,15-04-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
335,73,15-04-25,VB-REALWOOD3 (0.45X22MM),3.94,1000,9,354.6,9,354.6,0,0,4649.2
336,74,15-04-25,VAY BAND 10659 40MM,11.03,250,9,248.18,9,248.18,0,0,3253.86
337,74,15-04-25,VAY BAND REALWUD3 - 0.5X40MM,11.03,250,9,248.18,9,248.18,0,0,3253.86
338,74,15-04-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
339,74,15-04-25,VB-REALWOOD3 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
340,75,15-04-25,VAY BAND 1873 0.8MMX22MM,8.5,100,9,76.5,9,76.5,0,0,1003
341,75,15-04-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
342,75,15-04-25,VB-10659 (0.45X22MM),3.94,550,9,195.03,9,195.03,0,0,2557.06
343,75,15-04-25,VB-1873 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
344,75,15-04-25,VB-REALWUD 0.45X22MM,3.94,50,9,17.73,9,17.73,0,0,232.46
345,76,15-04-25,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
346,76,15-04-25,VAY BAND 1873 0.8MMX22MM,8.5,500,9,382.5,9,382.5,0,0,5015
347,76,15-04-25,VB-1261 MAT(0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
348,77,15-04-25,VB-REALWOOD3 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
349,78,16-04-25,VAY BAND 10659 0.8MMX22MM,8.5,500,9,382.5,9,382.5,0,0,5015
350,79,16-04-25,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
351,79,16-04-25,VB-5373 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
352,80,16-04-25,VB-5465 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
353,81,16-04-25,VAY BAND1135MT 0.5X22MM,4.03,200,9,72.54,9,72.54,0,0,951.08
354,82,16-04-25,VAY BAND 1313 HG CLUD GREY,6.19,200,9,111.42,9,111.42,0,0,1460.84
355,83,16-04-25,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,11.88,50,9,53.46,9,53.46,0,0,700.92
356,83,16-04-25,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,10.89,50,9,49,9,49,0,0,642.5
357,83,16-04-25,VAY BAND 1114GL 0.5MMX40MM,11.88,50,9,53.46,9,53.46,0,0,700.92
358,83,16-04-25,VAY BAND 1261HG (DARK GREY),6.19,250,9,139.28,9,139.28,0,0,1826.06
359,83,16-04-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
360,83,16-04-25,VB-1119 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
361,83,16-04-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
362,83,16-04-25,VB-REALWOOD2 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
363,84,16-04-25,VAY BAND 1113HG(OFF-WHITE),6.19,300,9,167.13,9,167.13,0,0,2191.26
364,84,16-04-25,VAY BAND 1114MT 0.8MMX22MM,7.89,100,9,71.01,9,71.01,0,0,931.02
365,84,16-04-25,VAY BAND 1126 HG (.5),6.19,200,9,111.42,9,111.42,0,0,1460.84
366,84,16-04-25,VAY BAND 1126 MT .45X22MM,3.6,200,9,64.8,9,64.8,0,0,849.6
367,84,16-04-25,VAY BAND 1127 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
368,84,16-04-25,VAY BAND 1140 HG DARK GREY 3,6.19,100,9,55.71,9,55.71,0,0,730.42
369,84,16-04-25,VAY BAND 1313 HG CLUD GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
370,84,16-04-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
371,84,16-04-25,VB-1114 MAT (0.45MMX22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
372,84,16-04-25,VB-1143{0.45X2MM},3.94,500,9,177.3,9,177.3,0,0,2324.6
373,84,16-04-25,VB-1144 MT(0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
374,84,16-04-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
375,84,16-04-25,VB-1401MT (0.45X22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
376,84,16-04-25,VB-19070(0.45MMX22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
377,84,16-04-25,VB-19079 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
378,84,16-04-25,VB-2892 MT(.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
379,84,16-04-25,VB-REALWOOD3 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
380,85,16-04-25,VAY BAND 1114GL 0.8MMX22MM,10.17,100,9,91.53,9,91.53,0,0,1200.06
381,85,16-04-25,VAY BAND 1114MT 0.8MMX22MM,7.89,200,9,142.02,9,142.02,0,0,1862.04
382,85,16-04-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
383,85,16-04-25,VB-19070(0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
384,86,16-04-25,VB-1013 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
385,86,16-04-25,VB-30029 (0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
386,86,16-04-25,VB-5095 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
387,86,16-04-25,VB-5772 (0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
388,86,16-04-25,VB-REALWOOD2 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
389,87,16-04-25,VB-10485(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
390,87,16-04-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
391,87,16-04-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
392,87,16-04-25,VB-REALWOOD3 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
393,88,16-04-25,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
394,88,16-04-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
395,88,16-04-25,VB-10659 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
396,88,16-04-25,VB-10944(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
397,88,16-04-25,VB-1131(O.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
398,88,16-04-25,VB-1132(0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
399,88,16-04-25,VB-2892 MT(.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
400,88,16-04-25,VB-5095 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
401,89,16-04-25,VAY BAND 1113HG(OFF-WHITE),6.19,300,9,167.13,9,167.13,0,0,2191.26
402,89,16-04-25,VAY BAND1114HG,6.19,300,9,167.13,9,167.13,0,0,2191.26
403,89,16-04-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
404,89,16-04-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
405,89,16-04-25,VB-1127 MT(0.45X22MM),3.5,250,9,78.75,9,78.75,0,0,1032.5
406,89,16-04-25,VB-1141 {0.45X22MM},3.94,150,9,53.19,9,53.19,0,0,697.38
407,89,16-04-25,VB-1143{0.45X2MM},3.94,250,9,88.65,9,88.65,0,0,1162.3
408,89,16-04-25,VB-1144 MT(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
409,89,16-04-25,VB-11510(0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
410,89,16-04-25,VB-1401MT (0.45X22MM),3.6,250,9,81,9,81,0,0,1062
411,89,16-04-25,VB-1815 (0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
412,89,16-04-25,VB-1873 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
413,89,16-04-25,VB-19070(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
414,89,16-04-25,VB-19074 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
415,89,16-04-25,VB-30216 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
416,90,17-04-25,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
417,90,17-04-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
418,90,17-04-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
419,90,17-04-25,VB-1261 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
420,91,17-04-25,VAY BAND 10485 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
421,91,17-04-25,VAY BAND 10659 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
422,91,17-04-25,VAY BAND 1114GL 0.5MMX40MM,11.88,100,9,106.92,9,106.92,0,0,1401.84
423,91,17-04-25,VAY BAND 1126 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
424,91,17-04-25,VAY BAND 1126 MT .45X22MM,3.6,150,9,48.6,9,48.6,0,0,637.2
425,91,17-04-25,VB-1044 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
426,91,17-04-25,VB-1873 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
427,91,17-04-25,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
428,92,17-04-25,VAY BAND 1127 HG (.5),6.19,150,9,83.57,9,83.57,0,0,1095.64
429,92,17-04-25,VAY BAND 1261HG (DARK GREY),6.19,150,9,83.57,9,83.57,0,0,1095.64
430,92,17-04-25,VB-1127 MT(0.45X22MM),3.5,150,9,47.25,9,47.25,0,0,619.5
431,92,17-04-25,VB-1261 MAT(0.45MMX22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
432,92,17-04-25,VB-REALWOOD2 (0.45X22MM),3.94,350,9,124.11,9,124.11,0,0,1627.22
433,93,17-04-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
434,93,17-04-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
435,93,17-04-25,VB-1118 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
436,93,17-04-25,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
437,93,17-04-25,VB-5550 (0.45MMX22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
438,94,17-04-25,VB-1114 MAT (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
439,94,17-04-25,VB-1121 OAK(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
440,94,17-04-25,VB-1143{0.45X2MM},3.94,50,9,17.73,9,17.73,0,0,232.46
441,94,17-04-25,VB-2892 MT(.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
442,94,17-04-25,VB-5171 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
443,95,18-04-25,VAY BAND 1313 HG CLUD GREY,6.19,150,9,83.57,9,83.57,0,0,1095.64
444,95,18-04-25,VAY BAND1135 HG{.5},6.19,150,9,83.57,9,83.57,0,0,1095.64
445,96,18-04-25,VAY BAND1135 HG{.5},6.19,100,9,55.71,9,55.71,0,0,730.42
446,96,18-04-25,VB-1803 ASH DARK(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
447,97,18-04-25,VAY BAND 1126 MT .45X22MM,3.6,200,9,64.8,9,64.8,0,0,849.6
448,97,18-04-25,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,400,9,129.6,9,129.6,0,0,1699.2
449,97,18-04-25,VB-1114 MAT (0.45MMX22MM),3.6,400,9,129.6,9,129.6,0,0,1699.2
450,98,18-04-25,VB-5373 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
451,99,18-04-25,VAY BAND1114HG,6.19,250,9,139.28,9,139.28,0,0,1826.06
452,99,18-04-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
453,99,18-04-25,VB-1873 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
454,99,18-04-25,VB-REALWOOD3 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
455,100,18-04-25,VAY BAND 1313 HG CLUD GREY,6.19,100,9,55.71,9,55.71,0,0,730.42
456,100,18-04-25,VB-1044 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
457,100,18-04-25,VB-1115 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
458,100,18-04-25,VB-1313MT(0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
459,100,18-04-25,VB-19071 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
460,101,18-04-25,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
461,101,18-04-25,VAY BAND 1127 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
462,101,18-04-25,VAY BAND 1128 HG(.5),6.19,100,9,55.71,9,55.71,0,0,730.42
463,101,18-04-25,VAY BAND 1313 HG CLUD GREY,6.19,150,9,83.57,9,83.57,0,0,1095.64
464,101,18-04-25,VAY BAND1114HG,6.19,100,9,55.71,9,55.71,0,0,730.42
465,101,18-04-25,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
466,101,18-04-25,VB-1044 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
467,101,18-04-25,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
468,101,18-04-25,VB-1401MT (0.45X22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
469,101,18-04-25,VB-19079 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
470,101,18-04-25,VB-5095 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
471,101,18-04-25,VB-5465 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
472,102,18-04-25,VAY BAND1114HG,6.19,500,9,278.55,9,278.55,0,0,3652.1
473,102,18-04-25,VB-1114 MAT (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
474,102,18-04-25,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
475,102,18-04-25,VB-5171 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
476,103,19-04-25,VB-5373 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
477,104,19-04-25,VAY BAND 1114GL 0.5MMX40MM,11.88,100,9,106.92,9,106.92,0,0,1401.84
478,104,19-04-25,VB-1117 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
479,104,19-04-25,VB-19074 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
480,104,19-04-25,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
481,105,21-04-25,VAY BAND 1113MT(OFF-WHITE),4.03,100,9,36.27,9,36.27,0,0,475.54
482,105,21-04-25,VB-10485(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
483,105,21-04-25,VB-10659 (0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
484,106,21-04-25,VAY BAND 1114MT,4.03,750,9,272.02,9,272.02,0,0,3566.54
485,106,21-04-25,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
486,106,21-04-25,VB-10659 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
487,106,21-04-25,VB-5373 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
488,107,21-04-25,VB-5095 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
489,108,21-04-25,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
490,108,21-04-25,VAY BAND 1113MT(OFF-WHITE),4.03,150,9,54.4,9,54.4,0,0,713.3
491,108,21-04-25,VAY BAND 1114MT,4.03,150,9,54.4,9,54.4,0,0,713.3
492,108,21-04-25,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
493,108,21-04-25,VB-1044 (0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
494,108,21-04-25,VB-10450 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
495,108,21-04-25,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
496,108,21-04-25,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
497,108,21-04-25,VB-REALWOOD2 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
498,109,21-04-25,VAY BAND 1114 HG2MMX22MM,23.73,200,9,427.14,9,427.14,0,0,5600.28
499,109,21-04-25,VAY BAND1261HG 2MMX22MM,23.73,200,9,427.14,9,427.14,0,0,5600.28
500,109,21-04-25,VB-30086(0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
501,110,21-04-25,VAY BAND 1126 HG (.5),6.19,100,9,55.71,9,55.71,0,0,730.42
502,111,21-04-25,VB-1131(O.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
503,112,21-04-25,VAY BAND REALWOOD LIGHT MAT,4.66,300,9,125.82,9,125.82,0,0,1649.64
504,112,21-04-25,VB-10944(0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
