SlNo,Invoice No,Date,Item Name,Rate,Qty,CGST%,CGST,SGST%,SGST,IGST%,IGST,Amount
9698,2213,14-02-26,VB-1119 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9699,2213,14-02-26,VB-2892 MT(.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9700,2214,16-02-26,VB-10659 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9701,2215,16-02-26,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9702,2216,16-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
9703,2216,16-02-26,VB-19070(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9704,2217,16-02-26,1140 HG (BAGE),6.19,50,9,27.86,9,27.86,0,0,365.22
9705,2217,16-02-26,7611 (0.45 X 22 MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9706,2217,16-02-26,VAY BAND 10659 40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
9707,2217,16-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
9708,2217,16-02-26,VB-1033 WHITE WOOD  (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9709,2217,16-02-26,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9710,2217,16-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
9711,2217,16-02-26,VB-1118 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9712,2217,16-02-26,VB-1119 (0.45X22MM),3.94,350,9,124.11,9,124.11,0,0,1627.22
9713,2217,16-02-26,VB-1127 MT(0.45X22MM),3.5,50,9,15.75,9,15.75,0,0,206.5
9714,2217,16-02-26,VB-1140 BAGE (0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
9715,2217,16-02-26,VB-1261 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
9716,2217,16-02-26,VB-19071 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9717,2217,16-02-26,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9718,2217,16-02-26,VB-5095 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9719,2217,16-02-26,VB-5465 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9720,2217,16-02-26,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9721,2217,16-02-26,VB-5772 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9722,2217,16-02-26,VB-REALWUD 0.45X22MM,3.94,50,9,17.73,9,17.73,0,0,232.46
9723,2218,16-02-26,VAY BAND 10659 2MMX22MM,20.35,50,9,91.58,9,91.58,0,0,1200.66
9724,2218,16-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
9725,2218,16-02-26,VAY BAND 1113MT (0.8MM),7.62,200,9,137.16,9,137.16,0,0,1798.32
9726,2218,16-02-26,VAY BAND1113HG 2MMX22MM,23.73,100,9,213.57,9,213.57,0,0,2800.14
9727,2218,16-02-26,VB-1401MT (0.45X22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
9728,2218,16-02-26,VB-1401MT(0.5MMX40MM),8.06,150,9,108.81,9,108.81,0,0,1426.62
9729,2219,16-02-26,1140 HG (BAGE),6.19,50,9,27.86,9,27.86,0,0,365.22
9730,2219,16-02-26,VAY BAND 1261HG (DARK GREY),6.19,50,9,27.86,9,27.86,0,0,365.22
9731,2219,16-02-26,VB-2892 MT(.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9732,2220,16-02-26,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9733,2221,16-02-26,VAY BAND1135 HG{.5},6.19,250,9,139.28,9,139.28,0,0,1826.06
9734,2221,16-02-26,VB-1135 SAGE GREEN (0.45X22),3.6,500,9,162,9,162,0,0,2124
9735,2222,16-02-26,10397 HG(0.5X22 MM),8.92,50,9,40.14,9,40.14,0,0,526.28
9736,2222,16-02-26,1267 HG(0.5X22MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
9737,2222,16-02-26,19993 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
9738,2222,16-02-26,VB-10485(0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
9739,2223,17-02-26,VAY BAND1126 (0.8MMX22MM),10.17,100,9,91.53,9,91.53,0,0,1200.06
9740,2224,17-02-26,VB-5772 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9741,2225,17-02-26,VB-REALWOOD2 (0.45X22MM),3.94,1000,9,354.6,9,354.6,0,0,4649.2
9742,2226,17-02-26,1135 HG 0.5X40MM,11.88,150,9,160.38,9,160.38,0,0,2102.76
9743,2226,17-02-26,1140 HG (BAGE),6.19,150,9,83.57,9,83.57,0,0,1095.64
9744,2226,17-02-26,VAY BAND 19070 0.5MMX40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
9745,2226,17-02-26,VAY BAND1135 HG{.5},6.19,200,9,111.42,9,111.42,0,0,1460.84
9746,2226,17-02-26,VB-1135 SAGE GREEN (0.45X22),3.6,200,9,64.8,9,64.8,0,0,849.6
9747,2226,17-02-26,VB-19070(0.45MMX22MM),3.94,400,9,141.84,9,141.84,0,0,1859.68
9748,2227,17-02-26,VB-19070(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9749,2228,17-02-26,VAY BAND 1401GL BLACK GLOSSY,6.19,100,9,55.71,9,55.71,0,0,730.42
9750,2228,17-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,250,9,81,9,81,0,0,1062
9751,2228,17-02-26,VB-1135 SAGE GREEN (0.45X22),3.6,150,9,48.6,9,48.6,0,0,637.2
9752,2228,17-02-26,VB-19070(0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9753,2228,17-02-26,VB-5772 (0.45MMX22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
9754,2229,17-02-26,VAY BAND 10659 0.8MMX22MM,8.5,50,9,38.25,9,38.25,0,0,501.5
9755,2229,17-02-26,VAY BAND 10659 2MMX22MM,20.35,50,9,91.58,9,91.58,0,0,1200.66
9756,2229,17-02-26,VAY BAND 10659 2MMX40MM,40.25,50,9,181.12,9,181.12,0,0,2374.74
9757,2229,17-02-26,VB-10659 (0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9758,2230,17-02-26,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
9759,2230,17-02-26,VB-1261 MAT(0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
9760,2231,17-02-26,VAY BAND 10659 0.8MMX22MM,8.5,150,9,114.75,9,114.75,0,0,1504.5
9761,2232,18-02-26,19992 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
9762,2232,18-02-26,19996 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
9763,2232,18-02-26,2892 ( 0.5 X 40 MM ),11.03,150,9,148.9,9,148.9,0,0,1952.3
9764,2232,18-02-26,5465 (0.5X40MM),11.03,50,9,49.64,9,49.64,0,0,650.78
9765,2232,18-02-26,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
9766,2232,18-02-26,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
9767,2232,18-02-26,VB-1263HG(0.5MMX22MM),6.19,100,9,55.71,9,55.71,0,0,730.42
9768,2232,18-02-26,VB-2892 MT(.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9769,2232,18-02-26,VB-5465 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9770,2233,18-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
9771,2233,18-02-26,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9772,2234,18-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
9773,2234,18-02-26,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9774,2235,18-02-26,VAY G-PROFILE BLACK 10 FT-1250 GRM,737.3,10,9,663.57,9,663.57,0,0,8700.14
9775,2235,18-02-26,VAY G-PROFILE ROSE GOLD 10 FT-1250 GRM,737.3,10,9,663.57,9,663.57,0,0,8700.14
9776,2236,18-02-26,VAY G-PROFILE BLACK 10 FT-1050 GRM,661.02,10,9,594.92,9,594.92,0,0,7800.04
9777,2237,18-02-26,1135 HG 0.8 X 22 MM,10.17,300,9,274.59,9,274.59,0,0,3600.18
9778,2237,18-02-26,VAY BAND1135 HG{.5},6.19,50,9,27.86,9,27.86,0,0,365.22
9779,2237,18-02-26,VB-1135 SAGE GREEN (0.45X22),3.6,50,9,16.2,9,16.2,0,0,212.4
9780,2238,18-02-26,VB-1401MT (0.45X22MM),3.6,750,9,243,9,243,0,0,3186
9781,2238,18-02-26,VB-1401MT(0.5MMX40MM),8.06,50,9,36.27,9,36.27,0,0,475.54
9782,2239,18-02-26,VB-1129 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
9783,2240,18-02-26,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,10.89,50,9,49,9,49,0,0,642.5
9784,2240,18-02-26,VAY BAND 1114GL 0.5MMX40MM,11.88,50,9,53.46,9,53.46,0,0,700.92
9785,2240,18-02-26,VAY BAND 1126 MT .45X22MM,3.6,100,9,32.4,9,32.4,0,0,424.8
9786,2240,18-02-26,VAY BAND 1515 VENGA MT (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9787,2240,18-02-26,VB-1122 VENGA( 0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9788,2240,18-02-26,VB-19070(0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9789,2240,18-02-26,VB-2892 MT(.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9790,2240,18-02-26,VB-4013 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9791,2240,18-02-26,VB-5095 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9792,2240,18-02-26,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9793,2240,18-02-26,VB-REALWOOD2 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9794,2241,19-02-26,VB-1003 MT(0.45X22MM),3.5,150,9,47.25,9,47.25,0,0,619.5
9795,2241,19-02-26,VB-19070(0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9796,2242,19-02-26,VAY BAND 10659 40MM,11.03,400,9,397.08,9,397.08,0,0,5206.16
9797,2242,19-02-26,VB-10659 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9798,2242,19-02-26,VB-1131(O.45X22MM),3.94,1000,9,354.6,9,354.6,0,0,4649.2
9799,2243,19-02-26,19993 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
9800,2243,19-02-26,19996 HG(0.5X22 MM),6.19,150,9,83.57,9,83.57,0,0,1095.64
9801,2243,19-02-26,VAY BAND 1113HG(OFF-WHITE)40MMX50MTR,11.88,50,9,53.46,9,53.46,0,0,700.92
9802,2243,19-02-26,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,10.89,50,9,49,9,49,0,0,642.5
9803,2243,19-02-26,VAY BAND 1114GL 0.5MMX40MM,11.88,50,9,53.46,9,53.46,0,0,700.92
9804,2243,19-02-26,VAY BAND 1114MT 0.5MMX40MM,9.37,50,9,42.16,9,42.16,0,0,552.82
9805,2243,19-02-26,VAY BAND 1401GL BLACK GLOSSY,6.19,100,9,55.71,9,55.71,0,0,730.42
9806,2243,19-02-26,VB-1401MT (0.45X22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
9807,2243,19-02-26,VB-2892 MT(.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9808,2243,19-02-26,VB-5095 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9809,2244,19-02-26,VB-1013 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9810,2244,19-02-26,VB-1071  (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9811,2244,19-02-26,VB-11510(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9812,2244,19-02-26,VB-1873 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9813,2245,19-02-26,VAY BAND 1261HG (DARK GREY),6.19,250,9,139.28,9,139.28,0,0,1826.06
9814,2245,19-02-26,VAY BAND 1267 LITE GREY,3.6,250,9,81,9,81,0,0,1062
9815,2246,19-02-26,19996 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
9816,2247,19-02-26,VB-10485(0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9817,2247,19-02-26,VB-1115 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9818,2247,19-02-26,VB-1119 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9819,2247,19-02-26,VB-1131(O.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9820,2247,19-02-26,VB-1140 BAGE (0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
9821,2247,19-02-26,VB-11510(0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9822,2247,19-02-26,VB-5063 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9823,2247,19-02-26,VB-5375 SATURNO WALNUT(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9824,2247,19-02-26,VB-5550 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9825,2249,19-02-26,VB-1804{0.45X22MM},3.94,50,9,17.73,9,17.73,0,0,232.46
9826,2249,19-02-26,VB-5772 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9827,2250,20-02-26,VAY BAND 10659 0.8MMX22MM,8.5,100,9,76.5,9,76.5,0,0,1003
9828,2250,20-02-26,VAY BAND 1126 MT .45X22MM,3.6,250,9,81,9,81,0,0,1062
9829,2250,20-02-26,VB-2892 MT(.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9830,2251,20-02-26,VAY BAND 1113MT(OFF-WHITE)-0.5X40MM,10.89,50,9,49,9,49,0,0,642.5
9831,2252,21-02-26,VB-1013 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9832,2252,21-02-26,VB-10659 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9833,2252,21-02-26,VB-1122 VENGA( 0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9834,2252,21-02-26,VB-1141 {0.45X22MM},3.94,100,9,35.46,9,35.46,0,0,464.92
9835,2252,21-02-26,VB-19071 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9836,2252,21-02-26,VB-5375 SATURNO WALNUT(0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9837,2252,21-02-26,VB-5550 (0.45MMX22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9838,2252,21-02-26,VB-5771 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9839,2252,21-02-26,VB-REALWOOD2 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9840,2252,21-02-26,VB-REALWUD 0.45X22MM,3.94,100,9,35.46,9,35.46,0,0,464.92
9841,2253,21-02-26,1261 HG (0.5 X 40 MM),11.88,50,9,53.46,9,53.46,0,0,700.92
9842,2254,21-02-26,1140 HG (BAGE),6.19,250,9,139.28,9,139.28,0,0,1826.06
9843,2254,21-02-26,VAY BAND 1127 HG (.5),6.19,250,9,139.28,9,139.28,0,0,1826.06
9844,2254,21-02-26,VAY BAND 1735 40MM,11.02,100,9,99.18,9,99.18,0,0,1300.36
9845,2254,21-02-26,VAY BAND 19070 0.5MMX40MM,11.03,100,9,99.27,9,99.27,0,0,1301.54
9846,2254,21-02-26,VB-1804{0.45X22MM},3.94,150,9,53.19,9,53.19,0,0,697.38
9847,2254,21-02-26,VB-19070(0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9848,2255,21-02-26,VB-5465 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9849,2256,21-02-26,VB-1131(O.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9850,2256,21-02-26,VB-19074 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9851,2256,21-02-26,VB-19079 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9852,2256,21-02-26,VB-5063 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9853,2256,21-02-26,VB-5095 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9854,2256,21-02-26,VB-5465 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9855,2256,21-02-26,VB-REALWOOD2 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9856,2257,21-02-26,1140 HG (BAGE),6.19,200,9,111.42,9,111.42,0,0,1460.84
9857,2257,21-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
9858,2258,21-02-26,VB-1299 NAVY BLUE (0.45MMX22MM),3.6,50,9,16.2,9,16.2,0,0,212.4
9859,2259,21-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
9860,2259,21-02-26,VAY BAND 1126 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
9861,2260,21-02-26,VAY BAND 10659 2MMX22MM,20.35,50,9,91.58,9,91.58,0,0,1200.66
9862,2260,21-02-26,VAY BAND 1873 0.8MMX22MM,8.5,100,9,76.5,9,76.5,0,0,1003
9863,2260,21-02-26,VB-1013 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9864,2260,21-02-26,VB-1873 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9865,2261,21-02-26,VAY BAND 10659 40MM,11.03,50,9,49.64,9,49.64,0,0,650.78
9866,2261,21-02-26,VAY BAND 1261HG (DARK GREY),6.19,100,9,55.71,9,55.71,0,0,730.42
9867,2261,21-02-26,VB-10659 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9868,2261,21-02-26,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9869,2261,21-02-26,VB-1261 MAT(0.45MMX22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
9870,2261,21-02-26,VB-19070(0.45MMX22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9871,2262,23-02-26,VAY BAND1126 (0.8MMX22MM),10.17,100,9,91.53,9,91.53,0,0,1200.06
9872,2263,23-02-26,VB-1132(0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9873,2264,23-02-26,1140 HG (BAGE),6.19,100,9,55.71,9,55.71,0,0,730.42
9874,2264,23-02-26,VAY BAND 1261HG (DARK GREY),6.19,200,9,111.42,9,111.42,0,0,1460.84
9875,2264,23-02-26,VAY BAND 1401GL BLACK GLOSSY,6.19,100,9,55.71,9,55.71,0,0,730.42
9876,2264,23-02-26,VB-1401MT (0.45X22MM),3.6,100,9,32.4,9,32.4,0,0,424.8
9877,2264,23-02-26,VB-1873 (0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9878,2265,23-02-26,7611 (0.45 X 22 MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9879,2265,23-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
9880,2265,23-02-26,VB-1119 (0.45X22MM),3.94,100,9,35.46,9,35.46,0,0,464.92
9881,2265,23-02-26,VB-1804{0.45X22MM},3.94,50,9,17.73,9,17.73,0,0,232.46
9882,2266,23-02-26,19995 HG(0.5X22MM),6.19,50,9,27.86,9,27.86,0,0,365.22
9883,2266,23-02-26,VAY BAND 1267 LITE GREY,3.6,50,9,16.2,9,16.2,0,0,212.4
9884,2266,23-02-26,VB-30029 (0.45MMX22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9885,2267,23-02-26,VB-11510(0.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9886,2268,23-02-26,19996 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
9887,2269,24-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,100,9,55.71,9,55.71,0,0,730.42
9888,2269,24-02-26,VAY BAND 1261HG (DARK GREY),6.19,200,9,111.42,9,111.42,0,0,1460.84
9889,2269,24-02-26,VAY BAND 1313 HG CLUD GREY,6.19,300,9,167.13,9,167.13,0,0,2191.26
9890,2269,24-02-26,VAY BAND 1401GL BLACK GLOSSY,6.19,100,9,55.71,9,55.71,0,0,730.42
9891,2269,24-02-26,VAY BAND 1873 0.8MMX22MM,8.5,100,9,76.5,9,76.5,0,0,1003
9892,2269,24-02-26,VB-1013 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9893,2269,24-02-26,VB-11510(0.45X22MM),3.94,300,9,106.38,9,106.38,0,0,1394.76
9894,2269,24-02-26,VB-1261 MAT(0.45MMX22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
9895,2269,24-02-26,VB-1313MT(0.45MMX22MM),3.6,350,9,113.4,9,113.4,0,0,1486.8
9896,2269,24-02-26,VB-1401MT (0.45X22MM),3.6,200,9,64.8,9,64.8,0,0,849.6
9897,2269,24-02-26,VB-1873 (0.45X22MM),3.94,200,9,70.92,9,70.92,0,0,929.84
9898,2269,24-02-26,VB-2890 MT(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9899,2270,24-02-26,19996 HG(0.5X22 MM),6.19,100,9,55.71,9,55.71,0,0,730.42
9900,2270,24-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,250,9,139.28,9,139.28,0,0,1826.06
9901,2271,24-02-26,VB-REALWOOD2 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9902,2272,24-02-26,VB-1033 WHITE WOOD  (0.45MMX22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9903,2272,24-02-26,VB-1117 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9904,2272,24-02-26,VB-2892 MT(.45X22MM),3.94,750,9,265.95,9,265.95,0,0,3486.9
9905,2272,24-02-26,VB-5465 (0.45X22MM),3.94,750,9,265.95,9,265.95,0,0,3486.9
9906,2273,24-02-26,19992 HG(0.5X22 MM),6.19,50,9,27.86,9,27.86,0,0,365.22
9907,2274,24-02-26,VB-1131(O.45X22MM),3.94,50,9,17.73,9,17.73,0,0,232.46
9908,2275,24-02-26,VAY BAND 1113MT (0.8MM),7.62,100,9,68.58,9,68.58,0,0,899.16
9909,2275,24-02-26,VAY BAND 1114GL 0.8MMX22MM,10.17,100,9,91.53,9,91.53,0,0,1200.06
9910,2275,24-02-26,VAY BAND 1114MT 0.8MMX22MM,7.89,50,9,35.51,9,35.51,0,0,465.52
9911,2276,24-02-26,VAY BAND1126 (0.8MMX22MM),10.17,50,9,45.76,9,45.76,0,0,600.02
9912,2277,25-02-26,1140 HG (BAGE),6.19,250,9,139.28,9,139.28,0,0,1826.06
9913,2277,25-02-26,VAY BAND 1264 HG (0.5X22MM) DARK GREY,6.19,500,9,278.55,9,278.55,0,0,3652.1
9914,2278,25-02-26,VB-1044 (0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9915,2278,25-02-26,VB-10485(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9916,2278,25-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
9917,2278,25-02-26,VB-1120 (0.45X22MM),3.94,350,9,124.11,9,124.11,0,0,1627.22
9918,2278,25-02-26,VB-1132(0.45X22MM),3.94,500,9,177.3,9,177.3,0,0,2324.6
9919,2278,25-02-26,VB-1135 SAGE GREEN (0.45X22),3.6,200,9,64.8,9,64.8,0,0,849.6
9920,2278,25-02-26,VB-1141 {0.45X22MM},3.94,350,9,124.11,9,124.11,0,0,1627.22
9921,2278,25-02-26,VB-11510(0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9922,2278,25-02-26,VB-1261 MAT(0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
9923,2278,25-02-26,VB-1698 {0.45X22MM},3.94,250,9,88.65,9,88.65,0,0,1162.3
9924,2278,25-02-26,VB-1815 (0.45MMX22MM),3.94,400,9,141.84,9,141.84,0,0,1859.68
9925,2278,25-02-26,VB-19071 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9926,2278,25-02-26,VB-19074 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9927,2278,25-02-26,VB-30216 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9928,2278,25-02-26,VB-5171 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9929,2278,25-02-26,VB-5465 (0.45X22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9930,2278,25-02-26,VB-REALWUD 0.45X22MM,3.94,250,9,88.65,9,88.65,0,0,1162.3
9931,2279,25-02-26,VB-1698 {0.45X22MM},3.94,50,9,17.73,9,17.73,0,0,232.46
9932,2280,26-02-26,VAY BAND1114HG,6.19,150,9,83.57,9,83.57,0,0,1095.64
9933,2280,26-02-26,VAY BAND1135 HG{.5},6.19,150,9,83.57,9,83.57,0,0,1095.64
9934,2280,26-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,150,9,48.6,9,48.6,0,0,637.2
9935,2280,26-02-26,VB-2891-MT-WOOD-0.45*22,3.94,150,9,53.19,9,53.19,0,0,697.38
9936,2281,26-02-26,VAY BAND 1126 HG (.5),6.19,50,9,27.86,9,27.86,0,0,365.22
9937,2281,26-02-26,VAY BAND1114HG,6.19,750,9,417.82,9,417.82,0,0,5478.14
9938,2281,26-02-26,VAY BAND1135 HG{.5},6.19,500,9,278.55,9,278.55,0,0,3652.1
9939,2281,26-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,500,9,162,9,162,0,0,2124
9940,2281,26-02-26,VB-1815 (0.45MMX22MM),3.94,250,9,88.65,9,88.65,0,0,1162.3
9941,2282,26-02-26,VAY BAND 1114GL 0.8MMX22MM,10.17,250,9,228.82,9,228.82,0,0,3000.14
9942,2282,26-02-26,VB-1113 MAT OFF-WHITE (0.45MMX22MM),3.6,750,9,243,9,243,0,0,3186
9943,2282,26-02-26,VB-1873 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9944,2282,26-02-26,VB-REALWOOD3 (0.45X22MM),3.94,150,9,53.19,9,53.19,0,0,697.38
9945,2283,26-02-26,2892 ( 0.5 X 40 MM ),11.03,150,9,148.9,9,148.9,0,0,1952.3
9946,2283,26-02-26,VAY BAND 1113HG(OFF-WHITE),6.19,150,9,83.57,9,83.57,0,0,1095.64
